idx,domain,type,target_numcount,question,target_answer,r1_ox,r1_numcov_pct,r1_has_cite_marker,r1_has_support_word,r1_abstain,r1_answer_len,r1_answer_numcount,r2_ox,r2_numcov_pct,r2_has_cite_marker,r2_has_support_word,r2_abstain,r2_answer_len,r2_answer_numcount,r3_ox,r3_numcov_pct,r3_has_cite_marker,r3_has_support_word,r3_abstain,r3_answer_len,r3_answer_numcount,r4_ox,r4_numcov_pct,r4_has_cite_marker,r4_has_support_word,r4_abstain,r4_answer_len,r4_answer_numcount
199,public,image,5,訪日外国人が目的を問わず買い物をした場所について、空港の免税店を除き最も利用された場所の上位5つと、利用率の数値を教えてください。,多い順に、コンビニエンスストア（83.6%）、ドラッグストア（56.0%）、百貨店・デパート（55.6%）、スーパーマーケット（47.6%）、観光地の土産店（36.5%）となっています。,O,100.0,0,0,0,289,12,O,100.0,0,0,0,289,12,O,100.0,0,0,0,285,21,X,80.0,0,0,0,371,18
200,public,table,7,65歳以上の者がいる世帯について、2001年に比べて2023年はどれくらい増加したか。調査数値をもとに回答してください。,"65歳以上の者がいる世帯は、2001年には16,367千世帯でしたが、2023年には26,951千世帯に増加しました。増加数は10,584千世帯、増加率は約64.7%です。",O,85.7,0,0,0,231,12,O,85.7,0,0,0,223,15,O,85.7,0,0,0,180,13,O,42.9,0,0,0,142,15
201,public,table,2,児童がいる世帯において、母親が正規職員として働いている割合はどれくらいか。2023年の調査結果をもとに教えてください。,母が正規の職員・従業員で働いている世帯の割合は、2023年は約32.4%です。,O,100.0,0,0,0,111,5,O,100.0,0,0,0,160,5,O,100.0,0,0,0,78,5,X,50.0,0,0,0,138,4
202,public,table,13,脱炭素先行地域づくりを通して、どの程度の経済効果が見込めるか。経済規模や雇用規模、コスト削減効果について詳しく説明してください。,"人口 1,000 人の脱炭素先行地域づくりを想定して、発生する経済活動の規模（どの程度経済が動くのか）を環境省が試算した結果、住宅・ビル・電動車・再エネ等の設備投資 の直接効果は約 34～72億円、波及効果は約 11～24億円、雇用規模は約80～180人の見込みです。再エネの売上や省エネのコスト削減効果は、直接効果は年額約 2.1～3.9 億円、波及効果は年額約 0.7～1.3 億円、雇用規模は約 30～50人と算出されています。",O,100.0,0,0,0,1132,56,O,92.3,0,0,0,905,30,O,100.0,0,0,0,673,24,O,100.0,0,0,1,846,25
203,public,table,1,バイオマス産業都市 、畜産バイオマス地産地消対策事業について、それぞれの取り組みの概要と、地域脱炭素への活用例方法を教えてください。,バイオマス産業都市は、経済性が確保された一貫システムを構築し、地域の特色を活かしたバイオマス産業を軸とした取組を実施する地域の選定・公表するもので、地域脱炭素に関する各種施策・制度の活用等、関係７府省の連携による、選定地域における事業化の推進を行います。畜産バイオマス地産地消対策事業は、家畜排せつ物等のバイオマスを活用したバイオガスプラント導入等を支援するもので、畜産農家等におけるバイオガスプラント導入によりエネルギー地産地消を推進する事業に使われます。,O,100.0,0,0,0,1085,9,O,100.0,0,0,0,1081,9,O,100.0,0,0,0,403,1,O,100.0,0,0,0,323,3
204,public,paragraph,0,地方公共団体が標準準拠システムを利用する前に確認しなければならない事項について、標準準拠システムの際に特定の機能が実装されているかどうかの確認方法について詳しく説明してください。,地方公共団体は標準準拠システムを利用する前に、実装必須機能と標準オプション機能が実装されていること及びそれ以外の機能が実装されていないことを確認しなければなりません。この確認は、事業者が地方公共団体に提示する提案書やマニュアル等において、機能標準化基準に規定される機能IDごとにどの操作・画面において当該機能が実装されているのかを明示することで効率的に行うことができます。,O,,0,0,0,1545,13,O,,0,0,0,1949,7,O,,0,0,0,492,2,O,,0,0,0,467,5
205,public,paragraph,0,地方公共団体情報システム標準に準拠したシステムは、どのような基準で判断できるのか？,デジタル庁が提供するツールを使用することで、標準化基準に係る適合確認試験に合格したシステム（適合システム）を地方公共団体が利用できるようになります。この適合システムは、データ要件・連携要件の標準に適合したものとみなされるため、地方公共団体が独自に適合性確認を行う負担が軽減されます。また、これらのツールのサービスも地方公共団体が利用することが可能であるため、適合性の確認のプロセス全体が効率化されます。,O,,0,0,0,822,1,O,,0,0,0,671,1,O,,0,1,0,743,6,O,,0,0,0,826,10
206,public,paragraph,0,地方公共団体情報システムの標準化について、各業務システムは標準仕様書にいつまでに適合する必要があるのか。,各業務システムは、それぞれの標準仕様書に適合する必要があります。標準仕様書において機能要件ごとに適合基準日が定められていることから、それぞれの適合基準日までに当該機能について実装していることが求められます。,O,,0,0,0,345,13,O,,0,0,0,347,10,O,,0,0,0,318,11,O,,0,0,0,275,12
207,public,paragraph,5,令和5年3月末までに公表された標準仕様書に記載のある機能IDについて、適合基準日を教えてください。,令和５年３月末時点で公表された標準仕様書（令和５年度に初めて公表される場合は、当該公表された標準仕様書）に記載されている機能IDの適合基準日は、令和8年4月1日です。,O,60.0,0,0,0,23,3,O,100.0,0,0,0,56,5,O,60.0,0,0,0,40,3,O,100.0,0,0,0,95,6
208,public,image,1,デジタル田園健康特区に含まれる自治体はいくつですか？,3自治体（加賀市、茅野市、吉備中央町）です。,X,0.0,0,0,0,35,1,O,100.0,0,0,0,46,1,X,0.0,0,0,1,94,0,O,100.0,0,0,0,55,1
209,public,table,4,令和5年度補正予算額において、デジタルライフラインの全国整備のために、総務省、経済産業省、国土交通省がどのような事業にどれくらいの予算を使用する予定か。,総務省は自動運転の社会実装に向けてデジタルインフラの整備を推進しており、205.0億円を割り当てています。また、経済産業省は自動運転等の先行実装のためのデジタルライフライン整備事業に127億円を、さらにモビリティDX促進のための無人自動運転開発・実証支援事業に27億円を投じています。国土交通省もデジタルライフライン構築等のための 「道路システムのDX」に65.0億円を割り当てています。,O,100.0,0,0,0,450,7,O,100.0,0,0,0,476,8,O,100.0,0,1,0,379,11,O,100.0,0,0,0,293,11
210,public,image,2,ドローンのレベル3飛行の規制関連について、政府が検討している改革案を教えてください。,レベル３飛行（無人地帯における目視外飛行）では、補助者、看板、道路横断前の一時停止等が必要とされています。規制の見直しを行い、操縦ライセンスの保有、保険への加入、機上カメラによる歩行者等の有無の確認により、現在の立入管理措置を撤廃するレベル3.5飛行を創設します。,O,100.0,0,0,0,400,5,O,100.0,0,0,0,420,4,O,100.0,0,0,0,190,3,O,100.0,0,0,0,205,3
211,public,paragraph,4,ドローンの活用推進に関する政府の取り組みについて、許可申請手続きについて予定されているものはありますか？,無人航空機のレベル1・2（目視内飛行）の許可・承認申請手続が短期化されます。飛行に関する許可・承認申請手続の抜本的な短期化（現状10開庁日）を令和５年中に行います。その具体的な方法として申請書の記載事項を明確化することにより、無人航空機の飛行手続が迅速に行えるようになります。,O,100.0,0,0,0,191,5,O,100.0,0,0,0,733,15,O,100.0,0,0,0,141,4,O,100.0,0,0,0,222,4
